id,image_id,#日本語(原文),#やさしい日本語
125455,430265,フリスピーを使って遊んでいる男性がいる,男性が丸い道具で遊ぶ。
125474,463918,少年たちがwiiリモコンを握って遊んでいる,少年たちが道具を持つ。少年たちがゲームで遊ぶ。
125506,139140,テンガロンハットをかぶった人物が白い馬に乗っている,帽子の人物が白い馬に乗る。
125792,500826,信号機に、案内表示板が3つ付けられている,信号に看板がいくつかついている。
125823,208806,大型テレビにスピーカー、オーディオ機器が揃っている,テレビがある。音の道具がある。
125851,45057,マッシュルームをたくさんのせられたピザ,食べ物がある。上に野菜がたくさんある。
125897,366711,絞りたてのジュースを販売する男性,男性が飲み物を売る。
125968,487289,切り分けている途中のガトーショコラ,ケーキがある。少し切る。
125998,489125,高く飛んでいく女性の投げたフリスビー,女性が丸い道具を投げる。道具が高い場所に飛ぶ。
126151,386704,ファブリックを取り外した天蓋月のベッド,ベッドの上に布がない。
126224,22979,赤と白の帽子をかぶった初老の女性が赤いバスの前にいる,帽子の女性が赤いバスの前にいる。
126540,185756,花束に子熊のヌイグルミが添えられている,花がある。小さい熊の人形がある。
126541,199764,テントの下でオーバーオールの男性が開店準備をしている,布の下に男性がいる。男性が準備をする。
126737,179727,テニスコートで屈んでラケットを構える女,テニスの女が体を下にする。手に道具がある。
126754,352794,壜の中にワインに漬けた果物がある,瓶の中に果物がある。
126808,309510,赤いスキーボードをつけた人がジャンプしている,人が足に赤い板をつける。人が飛ぶ。
127023,29587,帽子をかぶった男性の頭の上に黒い猫が乗っている,帽子の男性の頭の上に黒い猫がいる。
127139,278966,女性が手袋をつけて便器を掃除している,女性が手に道具をつける。女性がトイレをきれいにする。
127175,404088,グローブを左手にはめている人がいる,人の手に道具がある。
127262,376549,雪の上でスキー板を履いている人がいる,雪の上に人がいる。足に板がある。
127353,170517,犬を連れた人が傘をさしている,人が犬といる。人が傘を持つ。
127443,443969,スーパーのカートのなかに立っている子供がいる,車の中に子供が立つ。
127454,266246,雨が降る中、ピンクの長靴を履いた女の子が傘を差して歩いている,雨の中にピンクの傘の子供がいる。靴がある。子供が歩く。
127476,421471,便座の蓋の上にはステッカーが張ってある,トイレに小さい紙がある。
127566,328921,帽子とスカーフを付けられた3つのヘッドマネキン,頭の形の物がいくつかある。帽子がある。
127611,407146,West coast air ラインの飛行機が海の上にある,海の上に飛行機がある。飛行機に文字がある。
127666,138965,帽子をかぶった縫いぐるみの前に絵本が開かれている,帽子の人形の前に本がある。
127784,361992,女性が焼きそばをスプーンですくっている,女性が食べ物を食べる。スプーンがある。
127792,278462,サーファーが腕にサーフボートと結ぶ紐を付けて波に乗ろうとしている,海で板の人がいる。人の腕にロープがある。
127814,73749,バッターボックスでバッターがバットを構えている,打つ場所で選手が道具を持つ。準備をする。
127869,327592,青い花を頭に付けた黒いメガネの女性,黒い眼鏡の女性がいる。頭に青い花がある。
127924,233888,ヘルメットをかぶった小さな男の子が、テレビ画面にうつった投手が投げる球をバットで打とうとしている,小さい子供がいる。子供がテレビを見る。子供が道具を持つ。
127960,160669,バッターが、バッターボックスでバットを振っている,打つ場所で選手が道具を振る。
128232,328284,雪の上ではスキーの板を履いた方が良い,雪の上では足に板がある。
128387,219632,芝生の上でフリスビーを咥えた縮れ毛の黒い犬,草の上に黒い犬がいる。犬が丸い道具を口にする。
128505,269606,首を垂れて草を食むシカの群れ,動物がたくさんいる。動物が草を食べる。
128612,131497,犬が犬用ベッドを頭から被っている,犬がベッドの上にいる。犬の頭に布がある。
128617,570586,洗面台に丸い形の鏡が取り付けられている,風呂の所に鏡がある。
128696,351683,バッターボックスでバットを構えるバッターの後ろにキャッチャーと審判がいる,打つ場所に選手がいる。後ろに人がいる。
128777,418949,青いヘルメットと赤いユニフォームを身につけた男性がバットを持って立っている,青い帽子の男がいる。赤い服がある。男が道具を持つ。
128830,464906,雪の上でスキー板を履いている人がいる,雪の上に人がいる。足に板がある。
128963,127576,赤い椅子に載せられたホルスタインの置き物,赤い椅子の上に動物の物がある。
129085,14007,白い棚野となりの青い冷蔵庫の上に首輪をつけたネコが座っている,青い大きい機械の上に猫が座る。猫の首にロープがある。
129253,576939,オレンジの背景にピンで留められたはさみに値段がつけられている,道具がある。小さい紙がある。
129316,294162,白いノートパソコンと白いマウス,白いコンピューターと白い道具がある。
129321,429836,観客の入った球場の選手のいるバッターボックスが写っている,大きい場所に人々がいる。打つ場所がある。
129403,34689,模様の入った陶器のカップに立てられた歯ブラシ,皿に道具がある。
129522,92604,ONE INDIA BUILDINGSと書かれた黒い看板が貼られている,黒い看板に文字がある。
129575,150358,サンタクロースの帽子をかぶったメガネをかけた男性がソファーに座っている,帽子の男性がいる。眼鏡がある。男性が椅子に座る。
129616,445574,バッターボックスでボールを打とうと構えるバッターとキャッチしようとしているキャッチャー,打つ場所に選手がいる。ボールがある。
129726,145665,ラインを引いた地面の上で帽子をかぶって寝ころんだ男性が笑っている,地の上に男が寝る。男が笑う。帽子がある。
129740,137654,ゼッケンを付けて滑走するスキーヤー,雪の上で板の人が滑る。服に番号がある。
129933,402967,カラフルなバスの正面上部にはMERRY HOLIDAYSと書かれている,バスに文字がある。
130012,347772,野球場のバッターボックスでバットを構えるバッターの後ろにキャッチャーと審判がいる,打つ場所に選手がいる。後ろに人がいる。
130069,559416,曇り空の下に建っている城を背景にして帽子をかぶった女性が杖をついて立っている,城がある。帽子の女性が立つ。
130084,529215,傘をさした人2人が歩いている,傘の人が歩く。
130124,354948,男性たちと少年たちが腕を組んで写真に収まっている,男たちと少年たちがいる。腕を組む。写真がある。
130136,19592,白いベンチに座る男がテニスラケットに白いテープを巻いている,白い椅子に男が座る。男が道具を持つ。
130148,225919,白い毛の犬が自転車の後ろに取り付けられた箱の中に入っている,白い犬がいる。犬が箱の中にいる。車がある。
130164,187187,赤いシャツを着た男性がパソコンを腕に乗せて操作している,赤い服の男がいる。男がコンピューターを使う。
130224,190760,指輪を付けた手の人が持っているドーナツを猫が舐めている,猫が甘い食べ物を食べる。手に円の物がある。
130748,44952,帽子をかぶった二人の男性が馬に乗っている,帽子の男性が二人いる。馬に乗る。
130807,289943,アラビア語とAl Boom Stと書かれた標識である,看板に文字がある。
131237,408255,ネクタイをしめた男性がソファに座っている,ネクタイの男性が椅子に座る。
131277,18350,壁に取り付けられた時計が8時24分をさしている,時計がある。
131330,102439,Wiiリモコンを持ってシューティングゲームをしている,人が道具を持つ。ゲームをする。
131577,12881,野球場で18番の背番号を付けた選手がバッターボックスでバットを構えている,野球で選手がいる。打つ場所で道具を持つ。服に番号がある。
131597,214127,ゴーグルを付けて雪の中をスノーボードでジャンプしている,雪の中で人が飛ぶ。足に板がある。
131600,150024,屋根の梁の部分に四角い時計が取り付けられている,屋根の上に時計がある。
131605,203965,バッターボックスでバッターがバットを振っている,打つ場所で選手が道具を振る。
131610,96097,傷だらけの木製チェアの上に首輪をつけた黒い猫が座っている,木の椅子の上に黒い猫が座る。首にロープがある。
131854,69544,ヘルメットをかぶった少女がスキー場の斜面に立っている,雪の山に少女が立つ。足に板がある。
131860,534300,トイレットペーパーが8個取り付けられているトイレ,トイレに紙がたくさんある。
131913,479042,テーブルにシャンパンとwiiのコントローラがある,机に飲み物とゲームの道具がある。
132022,271844,傘をさして杖をついた女性が道路を歩いている,傘の女性が道を歩く。手に道具がある。
132340,63154,崖の手前の海面にサーフボードに腹ばいになった人物が波に乗っている,海で板の人がいる。人が板の上にいる。
132373,491377,傘を差した人はチェック柄の長靴を履いている,傘の人がいる。足に靴がある。
132473,534918,中に何もいれていない状態のミキサー,機械がある。中は空である。
132515,352007,雪の積もった道を馬車で走るハットをかぶった男性,雪の道に馬が車を引く。帽子の男性がいる。
132564,270376,交差点にはんぺんやかまぼこを売っているお店がある,道に店がある。食べ物を売る。
132583,130401,犬柄の靴下を履いた人が座っている,人が座る。足に物がある。
132629,110765,テープで床に模様を描いている,床に絵がある。
132678,157405,首輪をつけた黒い猫がパソコンのキーボードを枕にして寝ている,黒い猫が寝る。機械がある。猫の首にロープがある。
132825,416335,露店では何種類かのピザを売っている,店で食べ物を売る。
132990,52290,パソコンの角に猫が顔をくっつけている,機械のそばに猫がいる。猫が顔をつける。
133020,395343,チューリップを生けた花瓶が3本並んでいる,花瓶が並ぶ。花がある。
133083,124940,半分に切られたトーストにいちごジャムとピーナツバターが塗られている,パンがある。甘い物がある。
133197,280360,空を飛ぶプロペラのついた青い飛行機,青い飛行機が空を飛ぶ。
133232,398304,バックミラーやスピードメーターが取り付けられた自転車,車がある。道具がいくつかある。
133238,540789,外の柱に取り付けられた大きな時計,外に大きい時計がある。
133273,67959,箱に詰められた種々のドーナツ,箱に甘い食べ物がある。
133443,248252,赤いパラソルをさしたボートが一艘川を進んでいる,赤い傘の水の上の物が川を進む。
133469,455666,黒縁メガネをかけて、髪を七三にわけた男性が赤いネクタイを締めている,眼鏡の男性がいる。赤いネクタイがある。
133537,145149,ネクタイをほどいたシャツ姿の男がいる,男がいる。ネクタイがない。
133573,379161,ガラスの花瓶に赤い実を付けた木が飾られている,ガラスの花瓶がある。赤い実の木がある。
133637,535179,雪山でゼッケンをつけた選手がスキーをしている,雪の山で選手が板で滑る。服に番号がある。
133752,285645,胴体に紐を付けた男性が雪上でスキーを履いている,男性の体にロープがある。雪の上で足に板がある。
133816,384204,白い壁の窓際にネコが座って尻尾を垂らしている,白い壁のそばに猫が座る。
133864,192306,白い帽子と黒いサングラスを身につけた人が立っている,白い帽子の人が立つ。黒い眼鏡がある。
134010,282591,ネクタイをしめた香箱座りの猫,猫が座る。首にネクタイがある。
134022,529215,傘をさした2人が線路を渡っている,傘の人が二人いる。道を渡る。
134063,437931,みんな自由に草を食べるもこもこの羊たち,動物がたくさんいる。草を食べる。
134129,12231,ブロッコリーを横に添えてみた,野菜がある。
134250,558013,カラフルな魚や気球などのバルーンが黒い竿に吊るされている,黒い細い物に丸い物がたくさんある。
134314,440171,帽子をかぶった男性が象に乗っている,帽子の男性が大きい動物に乗る。
134438,404444,女性がキリンにキスをしている,女性が首の長い動物に口をつける。
134457,483867,レインボーカラーの傘をさして犬を散歩させる女性,女性が傘を持つ。犬と歩く。
134474,529344,馬に乗った男性が二人とも帽子を被っている,帽子の男性が二人いる。馬に乗る。
134476,146190,白いキャップをかぶった男性が森の中でフライングディスクを持っている,白い帽子の男性が森にいる。手に丸い道具がある。
134726,85101,凧を体につけたサーファーが海に入って行く,海で板の人がいる。体にロープがある。
134833,263647,雪上にスノーボードをつけた女性が腹ばいに倒れている,雪の上に女性が倒れる。足に板がある。
134898,151956,ディーゼル列車にはカラフルにペイントされている,列車に絵がある。
134936,67180,帽子をかぶった女性が岩の壁の前のベンチに腰かけている,帽子の女性が椅子に座る。石の壁がある。
135079,417742,雪の上を男性と子供がスキー板を履いて手をつないで立っている,雪の上に男性と子供がいる。足に板がある。手を持つ。
135147,371151,暖炉の中に料理用ストーブがはめ込まれている,火の中に料理の道具がある。
135321,64300,水辺で水鳥が羽を広げて立っている,水のそばに鳥が立つ。羽がある。
135328,470882,木にSTOPと書かれた赤い標識が取り付けられている,木に赤い看板がある。文字がある。
135379,270758,トイレのようなものが4つ並んで壁に取り付けられている,壁にトイレが並ぶ。
135433,388654,青いキャップとジャージのユニホームの野球選手が左手にグローブをはめている,野球の選手がいる。青い帽子がある。手に道具がある。
135507,180083,白いスニーカーをはいた人がスケートボードに乗っている,白い靴の人が板に乗る。
135546,416434,TシャツにのったQRコードよ携帯電話で読み取っている人,服に文字がある。人が電話を見る。
135801,62877,ニット帽をかぶった男性が、夜に街灯にライトアップされた場所でスケボーをしている,帽子の男性が夜の道で板で滑る。
135814,167583,果物が壁のように積み上げられた店のカウンター,店に果物がたくさんある。
135877,356622,黒いフードと黒い帽子をかぶった男性がボートを漕いでいる,黒い帽子の男性が水の上の物に乗る。
135916,520636,熊のぬいぐるみにはそれぞれ違う洋服が着せられている,熊の人形がいくつかある。服がある。
135944,300472,ライターでろうそくに火をつけている,ろうそくに火がある。道具がある。
135977,425676,バッターボックスの手前にバッターが立っている,打つ場所の前に選手が立つ。
136037,568560,ラケットを持っている男性が片足立ちになっている,男性が道具を持つ。足で立つ。
136114,292488,フードをかぶった人が携帯で撮影をしている,帽子の人が電話で写真を撮る。
136178,472282,キャッチャーが、赤いヘルメットを被って座っている,選手が座る。赤い帽子がある。
136250,281711,冷蔵庫のドアに、沢山の紙が貼られキッチンペーパーが取り付けられている,料理をする場所に大きい機械がある。紙がたくさんある。
136254,284365,今は使われていないような、古いキッチン,古い料理をする場所がある。
136271,449990,ハイヒールを履いた女性が、バットを構えている,靴の女性がいる。女性が道具を持つ。
136287,289941,帽子をかぶった男の子が哺乳瓶をくわえながらテレビのリモコンを触っている,帽子の子供がいる。子供がテレビの道具を触る。
136298,335585,野菜を売っている女性が、野菜を扱っている,女性が野菜を売る。
136474,486175,調理場でシェフの女性が、料理にソースを掛けている,料理をする所で女性が料理を作る。
136488,374051,サンバイザーをかぶったテニスウェアの女性がラケットを上にあげている,帽子の女性がいる。女性が道具を上にあげる。
136579,413124,大きめのユニフォームを着た少年がグローブをはめている,少年がいる。手に道具がある。
136616,263428,男性たちがいる屋内で仕切りの中に羊たちがいる,大きい場所に人々がいる。中に動物がいる。
136634,200471,キャップをかぶった白いテニスウェアの女性がラケットを両手で持っている,帽子の女性がいる。手に道具がある。
136642,291941,砂浜にテレビ流れ着いて砂浜に転がっている,海の砂にテレビがある。
136834,162692,タイルの壁にライオンの頭とBUTと書かれた板の彫刻が飾られている,壁に動物の頭の形がある。板に文字がある。
136854,501191,冷蔵庫に沢山磁石やステッカーが貼られている,大きい機械に紙がたくさんある。
137083,519471,パソコンをつけて二階から一階を見下ろしている,場所がある。機械がある。上から下を見る。
137125,376310,トイレの鏡の枠に、沢山の電球が付けてある,トイレに鏡がある。電気がたくさんある。
137137,53994,Denver's Road Homeと書かれた機械がある,機械に文字がある。
137147,27642,革のズボンを履いたスキンヘッドの男性がバイクの横を歩いている,男性がバイクの横を歩く。ズボンがある。
137149,490505,花瓶にカラフルなバラがいけられている,花瓶に花がある。
137253,559312,青いバナナをたくさん積んだ自転車を押している人がいる,人が車を押す。車にバナナがたくさんある。
137434,124949,傘をさした女性がミニスカートを履いて太ももを見せている,傘の女性がいる。服がある。
137437,312724,シマウマやキリン達が草原を走っている,草のある場所で動物が走る。首の長い動物がいる。
137441,567535,雪の中、エサを探している動物たち,雪の中に動物がいる。食べ物を探す。
137824,456046,電車にカラフルなペイントアートの落書きがされている,電車に絵がある。
137838,46345,赤いリードを付けた犬が伏せている,犬がいる。犬の首に赤いロープがある。
138250,389256,ティアラをつけたノースリーブの女性がケーキを切っている,女性がケーキを切る。
138332,157269,男性が支柱に看板を貼り付けている,男性が看板をつける。
138458,492814,ヘルメットをかぶったスケートボーダーがいる,帽子の人が板で滑る。
138476,300705,テーブルの上に、オレンジジュースやバターが塗られたパン等が置かれている,机の上に食べ物がある。飲み物がある。
138544,452060,スコートを履いた女性が、ラケットでボールを打ち返そうとしている,女性が道具でボールを打つ。
138734,43535,象の鼻にキスをしている人がいる,人が大きい動物の鼻に口をつける。
138757,88168,タバコをくわえた男性がバイクに乗っている,男性がバイクに乗る。煙草を吸う。
138809,35489,車の中から外を見ている首輪をつけた犬,車の中から犬が外を見る。首にロープがある。
138838,574411,銅像に本物のネクタイがつけられている,金属の物にネクタイがある。
139074,48299,道路の奥でたくさんの動物たちが歩いてきてる,道の奥に動物がたくさんいる。動物が歩く。
139084,334148,ヘルメットをかぶった男性が手で指差している,帽子の男性が指を前に出す。
139130,499727,魚と女性のスカートをはいた下半身のアートスティックな絵が描かれている,絵に魚がある。服の絵がある。
6058,249658,赤色のバスには有名人の画像が貼り付けられている,赤いバスに人の写真がある。
6542,202799,紫色のくつをはいた人がスケボーをしている,紫の靴の人が板に乗っている。
6825,65231,壁に取り付けられている金色の大きな時計がある,壁に大きな金色の時計がある。
8670,85029,黄色いテントの下でバナナを売っている,黄色い布の下で果物を売る。
9479,358817,黄色に点滅するアメリカの信号,黄色に光る信号がある。
9769,375881,男の子が紙で作った黄色のネクタイを締めている,男の子が紙で作った黄色のネクタイを締めている。
10211,484474,茶色い古びた建物に時計が付けられている,古い茶色の建物に時計がついている。
10889,185850,黒色の帽子をかぶった男性がこちらをむいている,黒い帽子の男がこちらを見ている。
11713,80367,色鮮やかな野菜がたくさん使われた料理がお皿にのせられている,いろいろな色が綺麗な野菜がたくさんある食べ物がある。
12180,410168,黄色いスマイルの帽子をかぶっている犬,黄色い帽子の犬がいる。
12865,202093,耳標を付けた様々な色の牛が牧場にいる,耳に物をつけたいろいろな色の動物が草のある場所にいる。
13374,333182,青いネクタイを付けた顔色の悪い男性が立っている,青いネクタイの男が立っている。
14060,228644,胸毛の生えた男性が赤色のベルトをつけている,赤い服の男がいる。
15765,250540,四人の人が色とりどりのヘルメットをかぶってバイクに跨っている,人々がいろいろな色の帽子をかぶってバイクに乗る。
16440,553097,ゴールドの時計が塔に取り付けられている,高い建物に金色の時計が付く。
17107,286708,猫がムラサキ色のニット帽をかぶっている,猫が紫色の帽子をかぶる。
17655,575110,男性が右腕につけたピンク色のバンドを指さしている,男が右の腕のピンクの布を指で示す。
18350,429505,水色のテントに簡素なテーブルセット,水色の布と机がある。
19056,88507,オレンジ色のヘルメットを被ったリュックサックを背負ったスキーヤーがいる,オレンジの帽子の人がかばんを背にして雪の上で板で滑る。
19320,530875,はだしで黒いスニーカーを履いてオレンジ色のシャツをきた少年がスケートボードをしている,黒い靴の少年がオレンジの服で板に乗る。
19499,369997,オレンジ色のベストを着て茶色のブーツを履いた男性がバイクに乗っている,オレンジの服の男が茶色の靴でバイクに乗る。
20184,49190,窓に黄色いカーテンがつけてある,窓に黄色い布がついてある。
20358,518615,レンガ作りの建物の風見鶏は白い色が塗られている,建物の上に白い鳥の物がある。
20483,520043,派手にペイントされた落書きにしかみえないトラックがある,すごい色の絵のある車がある。
20724,332654,ラスベガスへ向かう標識と水色の帽子をかぶった黄色い消火栓,案内の看板と黄色の火事を消す道具がある。道具に水色の帽子がある。
22483,8594,グレーのスウェットを履いた眼鏡をかけて男性がいる,灰色の薄い服の眼鏡の男がいる。
22806,507273,女が包丁を鏡にして口紅を塗っている,女が切る道具で口に色をつける。
23795,375914,ENDという黄色い標識がある,黄色の看板に文字がある。
24052,170077,緑と赤と黄色のカラフルなパラソルを頭に付けている少年がいる,緑と赤と黄色の傘を頭に付けた少年がいる。
24467,109118,黒い靴を履いてユニホームも黒一色のレトとな野球チームメイトが3人並んでいる,黒い靴の黒い服の野球の選手が並ぶ。
24710,111619,窓も全てペイントがされたバスが道を走っている,色がついたバスが道を走る。
26143,370486,カラフルな傘をさした女性が立っている,いろいろな色の傘の女が立つ。
26154,312866,派手にペイントされた列車がとまっている,きれいな色の列車が止まる。
26174,232244,暖色系の模様のはいった布をまとった像,あたたかい色の布の形がある。
26589,183181,砂浜沿いの芝生で、濃い茶色の動物たちが草を食べている,海岸の近くの芝生で濃い茶色の動物が草を食べる。
28964,61747,紫のウェアの女性がスキー板を履いて微笑んでいる,紫の服の女が雪の上で板をつけて笑う。
29547,532867,花柄のワンピースを着て、茶色い傘をさした女性が波打ち際に立っている,花の服の女が茶色の傘で海岸に立つ。
29738,168974,茶色のカーディガンを着てジーンズを履いた子供が携帯電話を弄っている,茶色の服の子供が電話を使う。
30737,176542,額と耳にペインティングされた象に茶色のTシャツを着た男性が乗って左手を挙げている,茶色の服の男が大きい動物に乗って左の手を上げる。
31117,155736,黄色と緑色が車体に塗られた電車が通り過ぎた,黄色と緑の電車が通る。
32295,153486,市場の野菜売り場でピンク色のジャージを着た人が背中を向けなにかを指示している,市場の野菜の店でピンクの服の人が背を向けて指を出す。
32665,240175,緑色のタイルで囲まれた浴室に白いバスタブが嵌め込まれている,緑の部屋に白い風呂がある。
35082,64183,晴れの日に黄色い傘をさした女性が道路を歩いている,黄色い傘の女が道を歩く。
38846,440409,BRYN MAWRと書かれた緑色の看板がある,緑の看板に文字がある。
39473,137300,帽子をかぶった男性が黄色い凧を上げている,帽子の男が黄色い物を上げる。
40468,540652,馬に水色のシートが被せられている,馬の上に布がある。
40874,406676,黒いグローブをはめて赤いTシャツ来た男性が、黄色のフリスビーを指に乗せている,黒い道具を手につけた赤い服の男が黄色い道具を指の上に置く。
41618,549462,雪山の急斜面を黄色のジャンパーと黒の帽子に黒の手袋黒のボトムを身に着けたスノーボーダーが両手を前に突き出してバランスをとりながら勢いよく滑走してジャンプをみせている,雪山の急な坂で黄色い服の人が黒い帽子で板で滑って飛ぶ。
41678,199855,緑色で金色の縁取りがされた花瓶が2つ,緑と金色の瓶がある。
42175,269807,青空の下青々とした野原を背景に白のフルフェイスヘルメットをかぶり黒のライダースーツと黒のグローブをはめた人が青色の中型バイクの前に立ち腰に両手を置きポーズをとっている,白い帽子の人が青いバイクの前に立つ。
42399,180289,室内で栗色の長髪で黒ぶち眼鏡の若い外国人男性が赤い上着に黒のズボンとこげ茶のスニーカーをはいてテレビゲームして遊んでいる,室内で若い眼鏡の男がゲームをする。
43597,187169,水色のドットカラーの壁とアンティーク調の家具,壁と家具がある。
43734,237860,青い扉が付いているピンク色の壁の建物の前にONE WAYと書かれた標識が立っている,ピンクの壁の建物の前に看板が立つ。文字がある。
43891,482526,樹の枝に鳥の形をしたピンク色のデコイが4体括りつけられている,枝にピンクの鳥の形の物がつく。
43984,133100,草の上を歩くシマウマと黄色い花,草の上を白と黒の動物が歩く。黄色い花がある。
44820,161557,首輪をした茶色い犬が床に頭をつけている,茶色の犬が床に頭をつける。
45129,359034,黄色いニットキャップの男性が黄色いネクタイを締めている,黄色い帽子の男が黄色いネクタイをする。
45279,251920,色々なトッピングのピザがレンジの上にのっている,料理の機械の上にチーズのある食べ物がある。
45283,375914,緑地に黄色のENDの交通標識が立っている,緑の中に黄色い看板が立つ。看板に文字がある。
46249,454610,水の色が茶色く濁っていてその上に船で商売をしている女がいる,茶色の水の上に船がある。女が船で物を売る。
46548,248111,キッチンの床にペンキの缶が並べてある,料理をする場所の床に色の物が並ぶ。
48131,498915,真ん中の男性は金色のネクタイをしめている,男が金色のネクタイをする。
48631,475732,茶色の猫が青色のヘルメットをかぶっている,茶色の猫が青い帽子をつけている。
49226,41020,ねずみ色の馬に帽子をかぶった人が乗っている,馬に帽子の人が乗っている。
49292,76962,住宅のそばの道端にある黄色い消火栓,家のそばの道に黄色い火事を消す道具がある。
50968,382848,黄色いバスの前でサングラスの女性が両手を広げている,黄色いバスの前で眼鏡の女が手を広げている。
52226,574411,銅像の首に黄色い短いネクタイが締められている,形の首に黄色いネクタイがついている。
53618,266246,雨の中を紺色の傘をさした女の子が歩いている,雨の中を女の子が傘で歩いている。
55502,75786,黒色のクマが地面に口をつけている,黒い動物が地に口をつけている。
55509,281758,黒色の犬が地面に口をつけている,黒い犬が地に口をつけている。
56057,300786,女性が作業場で陶器に色を塗っている,女が作業の場所で器に色をつけている。
57618,89432,青空のしたで緑色の帽子をかぶった男性がキックボードに乗っている,青い空の下で緑の帽子の男が道具に乗っている。
58013,181836,裸にペインティングしてネクタイを売っている,男が体に色をつけてネクタイを売っている。
58549,359801,男性が瓶に丁寧に絵を塗っている,男が瓶に色をつけている。
59924,273657,カラフルなトッピングが振りかけられたチョコレートドーナツが四角いお皿にのっている,菓子が皿にのっている。上に色の物がある。
60040,453557,血まみれ男性二人の間に黄色のチェーンソーを置いている,血の男が二人いる。間に黄色い道具が置いてある。
61560,260465,男性は左手に茶色の数珠をつけている,男が左の手に茶色の円の物をつけている。
61575,254074,黒い犬が二匹川の中にいて一匹は紫色のフリスビーをくわえている,黒い犬が二匹川の中にいる。一つの犬が道具を口にする。
61872,507273,女性がバスタブに腰かけて、ナイフを鏡代わりに使って口紅をつけている,女がナイフで口に色をつけている。
62092,366830,木を縫って茶色い馬が走っている,木の間を茶色の馬が走っている。
62174,206176,緑と黄色で塗装されたバイクがある,緑と黄色のバイクがある。
63329,55601,茶色の熊が地面の匂いを嗅いでいる,茶色の動物が地に頭をつけている。
68146,439092,レインボーカラーのかつらをかぶった人と、赤いヘルメットをかぶった人がスキーをしている,いろいろな色の帽子の人と赤い帽子の人が雪の上で滑っている。
70115,108495,オレンジ色の服を着て水色の靴を履いた人がスケートボードに座っている,オレンジの服の人が板に座る。
71491,573796,りんごにナイフを刺して周りに赤い絵の具を散らしている,りんごの上にナイフがある。そばに赤い色がある。
73961,999,黄色いユニフォームの男性がバッターボックスでひざまづいている,黄色の服の男が打つ場所で膝をついている。
75032,3103,黄色いヘルメットの男性はスケートボードをするのに膝と肘にサポーターをつけている,黄色の帽子の男が板に乗る。男の膝と腕に布がある。
75185,341678,グレーのウェアに黄色い靴をはいた男性がテニスをしている,男性がテニスをする。黄色の靴がある。
75285,554981,シマウマが一匹地面に鼻をつけて立っている,白い動物が下に鼻をつける。黒い色がある。動物が立つ。
75414,33871,帽子をかぶった女性はピンクのペディキュアをしている,帽子の女性の足にピンクの色がある。
75605,240295,白いユニフォームに金色のヘルメットをかぶったバッターがバットをかまえている,白い服の選手の頭に金色の帽子がある。選手が道具を持つ。選手が打つ準備をする。
75879,175061,黄色い列車がカラフルな色で落書きされている,黄色の列車にいろいろな色の絵がある。
76140,288465,羊の毛に赤い色がつけられている,動物の毛に赤い色がついている。
77402,128168,黄色いバスをお店にして服が売ってある,黄色のバスが店になる。店に服がある。
77644,201825,白いケーキとピンク色のガーベラ,白いケーキとピンクの花がある。
78470,270505,顔にペイントをされたゾウの上に人が乗っている,大きい動物の顔に色がぬられている。人がその上に乗る。
78968,147624,銀色の缶を持った黒いネクタイを着けている,黒いネクタイの人が瓶を持つ。
79582,197749,デコレーションマフィンで作られたカラフルなタワー,色の食べ物が高い所に並ぶ。
79816,521404,赤と黄色の帽子をかぶった男性が馬に乗っている,男の頭に赤い帽子と黄色の帽子がある。男が馬に乗る。
80036,169690,黄色いリボンをつけて青いドレスを着た女の子が黄色い花を持って座っている,女が青い服を着る。女の頭に黄色の布がある。女が黄色の花を持つ。女が座る。
80147,576084,茶色い牛の乳搾りをしている男性,男が茶色い牛のそばにいる。男が手で牛を触る。
80482,213599,カラフルな空間で大きなケーキに火をつけている人とそれを見ている家族,色の場所で人が大きなケーキに火をつける。家族が見る。
80494,505845,窓に新聞紙でマスキングしたワゴン車が塗装されている,車の窓に新聞がある。車に色がある。
82797,37119,白い柵の中に子牛が4頭ほどおり、みんな耳に黄色い番号札をつけている,白い中に動物がいる。耳に黄色い物がある。
83080,456239,線路のレールの上を水色の番傘をさした女性が歩いている,道の上を傘の女性が歩く。
83236,249964,耳にタグをつけた茶色い牛がこちらを見ている,耳に黄色い物のある茶色い牛がこちらを見る。
83737,434415,青色の蝶ネクタイをつけた男性である,青いネクタイの男性がいる。
83763,510154,ひざまで水につかった像の鼻が半分だけ水につけたように色が変わっている,水の中に大きい物がある。鼻に色がある。半分だけ色が変わる。
83780,382557,紫色のジャケットを羽織った女性がサインをしている,女性が服を着る。女性が紙に名前を書く。
85264,197420,緑やオレンジなどカラフルに塗られたSL機関車,色の列車がある。
85817,225480,耳にタグを付けた白と茶色の角牛,耳に番号がある白い動物がいる。茶色の色がある。角がある。
87143,115370,赤い服を着て茶色のブーツを履いた人がふたり、それぞれ白いバイクに乗っている,赤い服の人が二人いる。白いバイクに乗る。
87722,441009,茶色馬に乗った人達がゼッケンをつけている,人々が茶色の馬に乗る。服に番号がある。
88040,345136,青色の帽子を被った四つん這いの人がいる,青い帽子の人が手と足で進む。
88808,353624,砂漠のオアシスでシマウマが喉を潤ししている,砂が多い場所で白い色と黒い色の動物が水を飲む。
89203,355569,オレンジ色の帽子をかぶった人たちがたくさんいる,帽子の人々がたくさんいる。
